,year,Median income (dollars),Mean income (dollars),median_income_difference,mean_income_difference,census_tract
101,2016,35938.0,50199.0,0.008163379807557438,-0.0009552809122932713,913.0
102,2015,35647.0,50247.0,0.020760552087509307,-0.044025037575388594,913.0
103,2014,34922.0,52561.0,-0.01202365122924152,-0.00424362981907739,913.0
104,2013,35347.0,52785.0,0.11294080604534006,0.1354787359907071,913.0
105,2012,31760.0,46487.0,0.0348310579648757,0.10386341509747583,913.0
106,2011,30691.0,42113.0,0.007352217152985197,0.1539072775098641,913.0
107,2010,30467.0,36496.0,,,913.0
108,2021,45990.0,74737.0,0.0110803324099723,-0.09995544155015235,914.0
109,2020,45486.0,83037.0,0.00215916101172116,-0.04308795058541532,914.0
110,2019,45388.0,86776.0,-0.0029874351990159037,0.061817825852870635,914.0
111,2018,45524.0,81724.0,-0.0016228781964121232,0.24885771481838048,914.0
112,2017,45598.0,65439.0,0.06919595751166553,0.13120365088419852,914.0
113,2016,42647.0,57849.0,0.16442320819112627,0.24025041270930259,914.0
114,2015,36625.0,46643.0,0.10176884663979303,0.0704810428715689,914.0
115,2014,33242.0,43572.0,0.09083152851611209,0.05279435571556286,914.0
116,2013,30474.0,41387.0,0.15699153346748168,0.011066595006595984,914.0
117,2012,26339.0,40934.0,-0.04940811318030894,0.0344444163655202,914.0
118,2011,27708.0,39571.0,-0.10440235309328334,-0.12302202916537387,914.0
119,2010,30938.0,45122.0,,,914.0
120,2021,56203.0,88150.0,0.05288497564630948,0.016935465263837938,915.0
121,2020,53380.0,86682.0,-0.005051164004398799,-0.04554163271598141,915.0
122,2019,53651.0,90818.0,-0.009800302683548041,0.09702123547459715,915.0
123,2018,54182.0,82786.0,0.035331435232071544,0.06358158716291738,915.0
124,2017,52333.0,77837.0,0.07508525411890382,-0.03964219617520049,915.0
125,2016,48678.0,81050.0,0.054435178165276724,0.4767509656730559,915.0
126,2015,46165.0,54884.0,0.036577151068798275,0.022143588788527797,915.0
127,2014,44536.0,53695.0,0.019573727707699,-0.0026375912476549585,915.0
128,2013,43681.0,53837.0,-0.0004347826086956522,-0.022655895434328766,915.0
129,2012,43700.0,55085.0,0.04520449653193016,-0.00010891071136846309,915.0
130,2011,41810.0,55091.0,,,915.0
131,2010,,,,,915.0
132,2021,71111.0,80401.0,0.16006786407608606,0.17170171526836592,916.0
133,2020,61299.0,68619.0,0.29549633324175245,0.12340989833172344,916.0
134,2019,47317.0,61081.0,0.011717163078107294,0.02565781740634393,916.0
135,2018,46769.0,59553.0,0.06851724925748229,0.03881174993022607,916.0
136,2017,43770.0,57328.0,0.17806965602626904,0.13191304519517444,916.0
137,2016,37154.0,50647.0,-0.008803756269341585,-0.04669853937659991,916.0
138,2015,37484.0,53128.0,-0.022377549423608575,-0.013517528223410576,916.0
139,2014,38342.0,53856.0,0.06131148448528801,0.05238886174890083,916.0
140,2013,36127.0,51175.0,-0.07639013166304487,-0.020105313547151747,916.0
141,2012,39115.0,52225.0,0.02620946584111659,0.0664039368631695,916.0
142,2011,38116.0,48973.0,,,916.0
143,2010,,,,,916.0
144,2021,56772.0,85775.0,0.04046624147789751,0.12194579605504108,917.0
145,2020,54564.0,76452.0,0.09566265060240964,0.19793168285803822,917.0
146,2019,49800.0,63820.0,0.15478260869565216,0.09537785558587783,917.0
147,2018,43125.0,58263.0,0.058931860036832415,0.06348453043716346,917.0
148,2017,40725.0,54785.0,0.016143520135735317,0.008096421013892723,917.0
149,2016,40078.0,54345.0,-0.024058832123898116,-0.12260449797381294,917.0
150,2015,41066.0,61939.0,-0.13674297366042337,-0.05701540710066379,917.0
151,2014,47571.0,65684.0,-0.0691699604743083,0.011332142637186673,917.0
152,2013,51106.0,64948.0,0.0504830421377184,0.02658616002276104,917.0
153,2012,48650.0,63266.0,0.039374452539150125,0.014024458655895883,917.0
154,2011,46807.0,62391.0,,,917.0
155,2010,,,,,917.0
156,2021,39674.0,59873.0,0.10214740117231992,0.10517766497461929,918.0
157,2020,35997.0,54175.0,0.06550438077196306,0.12803481447549245,918.0
158,2019,33784.0,48026.0,-0.12027706168788897,-0.09249636250259821,918.0
159,2018,38403.0,52921.0,0.05427441937077911,0.012706431674225463,918.0
160,2017,36426.0,52257.0,-0.05068932266555472,0.001283770837325158,918.0
161,2016,38371.0,52190.0,-0.1494657977567939,-0.1092944670102741,918.0
162,2015,45114.0,58594.0,0.12785,0.04107885291922817,918.0
163,2014,40000.0,56282.0,-0.06112102150032861,0.12341563703866344,918.0
164,2013,42604.0,50099.0,-0.09512987702567806,-0.0692416304388214,918.0
165,2012,47083.0,53826.0,-0.1512447496980513,-0.047378015326619824,918.0
166,2011,55473.0,56503.0,0.3093136329305136,0.1135570840148992,918.0
167,2010,42368.0,50741.0,,,918.0
168,2021,56750.0,73252.0,0.10121473202157799,-0.06182200079406755,919.0
169,2020,51534.0,78079.0,-0.05224827586206897,0.06621603168100505,919.0
170,2019,54375.0,73230.0,0.07125970290397572,0.1390751139386209,919.0
171,2018,50758.0,64289.0,-0.0040811521406427815,-0.012852009949943188,919.0
172,2017,50966.0,65126.0,0.09847619458154622,-0.02686629609706533,919.0
173,2016,46397.0,66924.0,0.08008008008008008,0.04820975472230053,919.0
174,2015,42957.0,63846.0,0.08851104804378675,0.010781287105200665,919.0
175,2014,39464.0,63165.0,0.03699810805129283,0.004532442748091603,919.0
176,2013,38056.0,62880.0,-0.09534789740176386,0.11022829599025372,919.0
177,2012,42067.0,56637.0,0.19698952879581152,0.2177381208342292,919.0
178,2011,35144.0,46510.0,0.1687784761714723,0.13580307211409315,919.0
179,2010,30069.0,40949.0,,,919.0
180,2021,61786.0,85079.0,0.08396491228070176,0.04162636663034562,920.0
181,2020,57000.0,81679.0,-0.003740343272625581,0.16448062501782099,920.0
182,2019,57214.0,70142.0,0.07965202951333195,0.07118095325361555,920.0
183,2018,52993.0,65481.0,0.09279689852143608,0.07944017671689031,920.0
184,2017,48493.0,60662.0,0.041158536585365856,0.07193723383576894,920.0
185,2016,46576.0,56591.0,0.17592405574631387,0.09259581040640988,920.0
186,2015,39608.0,51795.0,-0.10039066048877987,-0.0752709289246755,920.0
187,2014,44028.0,56011.0,-0.03896273983367166,-0.002297826861417884,920.0
188,2013,45813.0,56140.0,-0.04804155844155844,-0.04837780113231854,920.0
189,2012,48125.0,58994.0,0.07431467095276365,-0.017127053413748292,920.0
190,2011,44796.0,60022.0,,,920.0
191,2010,,,,,920.0
192,2021,53102.0,82474.0,-0.04782226685075938,0.08872255884255409,921.01
193,2020,55769.0,75753.0,-0.006767707350086377,-0.11808466051969824,921.01
194,2019,56149.0,85896.0,-0.012886326078548574,0.05439145645369177,921.01
195,2018,56882.0,81465.0,0.07478648628221601,0.0667146785386932,921.01
196,2017,52924.0,76370.0,0.06789886801590024,0.05544652975483015,921.01
197,2016,49559.0,72358.0,0.08058783769051305,0.11998885552425471,921.01
198,2015,45863.0,64606.0,-0.0952258828171237,-0.023665598742670615,921.01
199,2014,50690.0,66172.0,0.08678873118648428,0.10022612396914073,921.01
200,2013,46642.0,60144.0,-0.017007734620329194,-0.1369285078781965,921.01
201,2012,47449.0,69686.0,-0.02568788501026694,-0.038959606128725295,921.01
202,2011,48700.0,72511.0,0.13369183136624996,0.16220288182590437,921.01
203,2010,42957.0,62391.0,,,921.01
204,2021,85132.0,110865.0,0.0591850699844479,0.10969311152483334,922.0
205,2020,80375.0,99906.0,0.12125608582230096,0.13901018093099085,922.0
206,2019,71683.0,87713.0,0.11091652977094504,0.06014237886314466,922.0
207,2018,64526.0,82737.0,-0.07223580158159597,-0.040296481887462154,922.0
208,2017,69550.0,86211.0,0.03740938516154053,0.043640897755610975,922.0
209,2016,67042.0,82606.0,-0.01250533944116304,-0.08627745946065526,922.0
210,2015,67891.0,90406.0,0.02557479077917762,-4.4242893485233934e-05,922.0
211,2014,66198.0,90410.0,-0.02453472437115954,0.1438656865597996,922.0
212,2013,67863.0,79039.0,0.3852984404343921,0.051050531914893615,922.0
213,2012,48988.0,75200.0,0.06848717501308672,0.07614590935760386,922.0
214,2011,45848.0,69879.0,-0.01651722510618216,0.018317740666258634,922.0
215,2010,46618.0,68622.0,,,922.0
216,2021,71667.0,78326.0,-0.006983414390821798,0.022105647771166092,923.0
217,2020,72171.0,76632.0,0.3011051217797328,0.08362793065414746,923.0
218,2019,55469.0,70718.0,0.10020429616994268,-0.002032118766052327,923.0
219,2018,50417.0,70862.0,0.11448339891241877,0.15295878687297637,923.0
220,2017,45238.0,61461.0,0.03450799240778431,0.08059496808903423,923.0
221,2016,43729.0,56877.0,0.02891764705882353,0.0600503214984624,923.0
222,2015,42500.0,53655.0,0.1512311401251456,-0.04327591740665454,923.0
223,2014,36917.0,56082.0,-0.09026614095613603,0.04509708918787969,923.0
224,2013,40580.0,53662.0,0.05894940111166201,-0.01824036297773468,923.0
225,2012,38321.0,54659.0,0.04232286141710866,-0.05355658678487325,923.0
226,2011,36765.0,57752.0,0.005249774423755229,0.038611635644276596,923.0
227,2010,36573.0,55605.0,,,923.0
228,2021,39850.0,63515.0,0.24886395687737,0.0960499749779979,924.0
229,2020,31909.0,57949.0,-0.050072936203149655,0.07247422871208335,924.0
230,2019,33591.0,54033.0,0.05350478281323506,0.14191216873071558,924.0
231,2018,31885.0,47318.0,0.00377774279867779,0.23801051777818477,924.0
232,2017,31765.0,38221.0,0.09353483888735885,0.08388395768936278,924.0
233,2016,29048.0,35263.0,-0.07625771163264009,-0.07266081102403618,924.0
234,2015,31446.0,38026.0,0.035770750988142294,0.04627999119524543,924.0
235,2014,30360.0,36344.0,-0.029783970343857855,-0.12123410222931476,924.0
236,2013,31292.0,41358.0,-0.038766357436874115,-0.038253145129409576,924.0
237,2012,32554.0,43003.0,0.2421872018926241,0.06015334171535636,924.0
238,2011,26207.0,40563.0,-0.08357520019582473,0.04938686811196771,924.0
239,2010,28597.0,38654.0,,,924.0
240,2021,36471.0,62289.0,0.17379550062759486,0.15990093478827605,1001.0
241,2020,31071.0,53702.0,0.08416204333717157,0.11674430211279321,1001.0
242,2019,28659.0,48088.0,-0.027948309195129396,-0.08332221353819173,1001.0
243,2018,29483.0,52459.0,0.06245045045045045,0.12010505188538241,1001.0
244,2017,27750.0,46834.0,-0.01870646062449167,0.06970901283632543,1001.0
245,2016,28279.0,43782.0,0.1088064617314931,-0.017635971997845987,1001.0
246,2015,25504.0,44568.0,-0.11046004673712113,0.01960604882066299,1001.0
247,2014,28671.0,43711.0,0.15209354657237,0.0704297783763928,1001.0
248,2013,24886.0,40835.0,-0.10610632183908046,-0.03951546512995413,1001.0
249,2012,27840.0,42515.0,0.24424581005586593,0.1437679911759167,1001.0
250,2011,22375.0,37171.0,-0.13965470834775254,-0.11237672230580031,1001.0
251,2010,26007.0,41877.0,,,1001.0
252,2021,58958.0,69201.0,-0.0369644403064308,-0.04869197036140935,1002.0
253,2020,61221.0,72743.0,0.14928006908333177,0.02790809405380963,1002.0
254,2019,53269.0,70768.0,0.19036871508379888,0.04359110481920604,1002.0
255,2018,44750.0,67812.0,0.14108677359308464,0.10870951392181548,1002.0
256,2017,39217.0,61163.0,0.054135419186624734,0.09942119643370721,1002.0
257,2016,37203.0,55632.0,0.018060914539036205,-0.028991325292793187,1002.0
258,2015,36543.0,57293.0,-0.005957238452750122,0.10732508697332818,1002.0
259,2014,36762.0,51740.0,-0.18306666666666666,-0.06276605379947468,1002.0
260,2013,45000.0,55205.0,-0.11520084940718457,-0.0913205932217339,1002.0
261,2012,50859.0,60753.0,0.21387655735357297,0.09093357754673274,1002.0
262,2011,41898.0,55689.0,-0.0915831924027579,-0.03863483349733285,1002.0
263,2010,46122.0,57927.0,,,1002.0
264,2021,65417.0,84047.0,-0.04093301470480435,0.07860424527091193,1003.0
265,2020,68209.0,77922.0,0.32072804724561915,0.009875583203732503,1003.0
266,2019,51645.0,77160.0,-0.0017589299520643267,0.03145427566938923,1003.0
267,2018,51736.0,74807.0,0.006830787194706626,0.016454698624925268,1003.0
268,2017,51385.0,73596.0,0.021733078819692993,0.17209746774964166,1003.0
269,2016,50292.0,62790.0,0.08739459459459459,0.10971687108974586,1003.0
270,2015,46250.0,56582.0,-0.04283940397350993,-0.008672495050545754,1003.0
271,2014,48320.0,57077.0,-0.0029712776493892373,0.00569122881206611,1003.0
272,2013,48464.0,56754.0,0.10774857142857143,0.026515699609318478,1003.0
273,2012,43750.0,55288.0,-0.042355258837692894,0.0011226596168471372,1003.0
274,2011,45685.0,55226.0,0.036622722425177556,0.07212051794762284,1003.0
275,2010,44071.0,51511.0,,,1003.0
276,2021,94352.0,97932.0,0.053553084103800976,0.07805946654043878,1004.0
277,2020,89556.0,90841.0,0.31325336539871546,0.1743390860319307,1004.0
278,2019,68194.0,77355.0,0.24378055008389873,0.02705896411168793,1004.0
279,2018,54828.0,75317.0,0.020853504133462427,0.09047605258585742,1004.0
280,2017,53708.0,69068.0,-0.21534595605423096,-0.06974113083533119,1004.0
281,2016,68448.0,74246.0,0.10769828297703624,0.056025715789323964,1004.0
282,2015,61793.0,70307.0,0.17734590835476802,0.03709877271654473,1004.0
283,2014,52485.0,67792.0,0.004055631014099057,-0.0029415225320625956,1004.0
284,2013,52273.0,67992.0,-0.09139420486346492,-0.003415170392085013,1004.0
285,2012,57531.0,68225.0,0.08692612884942377,0.0891602809706258,1004.0
286,2011,52930.0,62640.0,,,1004.0
287,2010,,,,,1004.0
288,2021,49644.0,81963.0,0.25789286981199006,0.11376391134785503,1005.0
289,2020,39466.0,73591.0,-0.3412781867040542,-0.13350994937006946,1005.0
290,2019,59913.0,84930.0,0.2818082625532188,0.19754653130287647,1005.0
291,2018,46741.0,70920.0,-0.08798048780487805,0.01632249466187071,1005.0
292,2017,51250.0,69781.0,-0.01324656320998113,0.0006596400659640066,1005.0
293,2016,51938.0,69735.0,0.007370340199387098,-0.019970206307268538,1005.0
294,2015,51558.0,71156.0,0.04136538073116542,0.12244060952140581,1005.0
295,2014,49510.0,63394.0,-0.10006361901299646,-0.110334568317054,1005.0
296,2013,55015.0,71256.0,0.045992090653281616,-0.021786582101231414,1005.0
297,2012,52596.0,72843.0,0.12854843900869006,0.12913876488095238,1005.0
298,2011,46605.0,64512.0,-0.09999420659289729,-0.02150765963901107,1005.0
299,2010,51783.0,65930.0,,,1005.0
300,2021,99207.0,112671.0,0.07003257328990228,0.12269076705394687,1006.01
301,2020,92714.0,100358.0,0.21047615317326648,0.06362142970695776,1006.01
302,2019,76593.0,94355.0,0.07746954393270124,0.10257428982086308,1006.01
303,2018,71086.0,85577.0,0.10197184845290506,0.06932486973472117,1006.01
304,2017,64508.0,80029.0,0.03075915184634805,0.087128981865109,1006.01
305,2016,62583.0,73615.0,0.05705599189257664,0.05600263946866348,1006.01
306,2015,59205.0,69711.0,0.013333105124430904,-0.006102168551020117,1006.01
307,2014,58426.0,70139.0,0.03566490587442833,0.012764421341419393,1006.01
308,2013,56414.0,69255.0,0.06761794818417517,0.030779763942429338,1006.01
309,2012,52841.0,67187.0,-0.014454640405849,-0.011432523100464952,1006.01
310,2011,53616.0,67964.0,,,1006.01
311,2010,,,,,1006.01
312,2021,123169.0,140596.0,0.3328391641687678,0.2503535061585664,1006.03
313,2020,92411.0,112445.0,0.016700956069224254,-0.0006310213658501902,1006.03
314,2019,90893.0,112516.0,0.016984615384615386,0.0725615801113399,1006.03
315,2018,89375.0,104904.0,0.031341234032241316,0.03709269218601708,1006.03
316,2017,86659.0,101152.0,0.06560179036938665,0.11527393408822784,1006.03
317,2016,81324.0,90697.0,0.014786807921236851,0.036714865405498086,1006.03
318,2015,80139.0,87485.0,0.04684336342142045,-4.572003337562436e-05,1006.03
319,2014,76553.0,87489.0,0.1802624073017684,0.11898549612462589,1006.03
320,2013,64861.0,78186.0,-0.0163335254329825,-0.0066952091776453695,1006.03
321,2012,65938.0,78713.0,0.036858823159417554,0.022459212303855346,1006.03
322,2011,63594.0,76984.0,0.052584537464620884,0.07967406700980323,1006.03
323,2010,60417.0,71303.0,,,1006.03
324,2021,125094.0,174077.0,0.10115049778615001,0.12499353737979527,1007.0
325,2020,113603.0,154736.0,0.18029090909090909,0.2937251787132645,1007.0
326,2019,96250.0,119605.0,0.10552128918139737,0.17241413111668757,1007.0
327,2018,87063.0,102016.0,0.12158454106280193,0.1086406068311979,1007.0
328,2017,77625.0,92019.0,0.08808399097293282,0.03200807491728817,1007.0
329,2016,71341.0,89165.0,-0.013782520943349277,-0.010289481862984505,1007.0
330,2015,72338.0,90092.0,0.013605728137654658,0.04397603624691473,1007.0
331,2014,71367.0,86297.0,0.02180573850294943,0.03385606977273544,1007.0
332,2013,69844.0,83471.0,-0.0022285714285714287,0.06339257277533601,1007.0
333,2012,70000.0,78495.0,0.022390348635108883,0.029753237041992994,1007.0
334,2011,68467.0,76227.0,0.028264624164601636,0.06393936856209698,1007.0
335,2010,66585.0,71646.0,,,1007.0
336,2021,88984.0,107190.0,0.08445657737587442,0.048723216906369236,1008.0
337,2020,82054.0,102210.0,-0.08319553072625699,-0.03937067077698099,1008.0
338,2019,89500.0,106399.0,0.012157195363302233,0.0434957435957789,1008.0
339,2018,88425.0,101964.0,0.1507528532944652,0.03237956381750805,1008.0
340,2017,76841.0,98766.0,0.04024746845724807,-0.05798082884257714,1008.0
341,2016,73868.0,104845.0,0.011447036915324789,0.016816828466409986,1008.0
342,2015,73032.0,103111.0,0.11055016574921687,0.4098335999562465,1008.0
343,2014,65762.0,73137.0,-0.043183471555361556,-0.01476432314469306,1008.0
344,2013,68730.0,74233.0,0.02290485332857079,-0.014680311657972631,1008.0
345,2012,67191.0,75339.0,0.1048788910265897,0.05429686953357869,1008.0
346,2011,60813.0,71459.0,0.07065140845070422,0.043989597942964004,1008.0
347,2010,56800.0,68448.0,,,1008.0
