OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,PARK_ID,REGION,OS_ID,F_100ftRule,ZipCode,ParcelNumber,YearAcquired,Shape_Length,Shape_Area
89,West Street,City of Boston,A97,6,Hyde Park,2.5055118,2 West Street,Industrial District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Ground Maintenance,1004,YES,02136,"1808754000,1808753000,1808754100",0,0.00452483057639952,1.10622837365283e-06
90,Dell Rock I,City of Boston,A97,6,Hyde Park,1.30443817,40 Dell Avenue,Residential District,Urban Wilds,BPRD,BPRD,X,X,,BPRD,084,PARK_Maintenance_Ground Maintenance,84,YES,02136,1808897000,2004,0.00350292346661423,5.75963417000881e-07
91,Amatucci Playground,City of Boston,A97,3,Hyde Park,0.46590072,1460 Hyde Park Avenue,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,007,PARK_Maintenance_Region 4,7,YES,02136,1809365000,1958,0.00203103615344161,2.05676946115865e-07
92,Moynihan Playground,Commonwealth of Massachusetts,A97,3,Hyde Park,7.18636757, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3020,YES,02136,,0,0.00815688825027592,3.17227659864004e-06
93,Iacono/Readville Playground,City of Boston,A97,3,Hyde Park,4.91446373,150 Readville Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,160,PARK_Maintenance_Region 4,160,YES,02136,1812720000,1924,0.00673824445974887,2.16924070464256e-06
94,Camp Meigs,Commonwealth of Massachusetts,A97/ACEC,3,Hyde Park,2.86609445, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3021,YES,02136,,0,0.00507671130377804,1.26499680005565e-06
95,Jeremiah Hurley Memorial Park,City of Boston,A97,1,Hyde Park,0.07297301,0 (Zero) Wolcott Square,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Wolcott Square,BPRD,166,PARK_Maintenance_Ground Maintenance,166,YES,02136,1809488500,0,0.000830584359712081,3.22089323328974e-08
96,Stony Brook Recreation Complex,Commonwealth of Massachusetts,A97,3,Hyde Park,27.39580723,Corner Turtle Pond Parkway & River Street,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,Kelly/Factory Hill (Lawler)/Bajko/Olsen,,,INFO_Reallocation From Dept,3022,YES,02136,,0,0.017624823942871,1.20941953131203e-05
97,Williams Square,City of Boston,A97,1,Hyde Park,0.03806014,140 Williams Avenue,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,321,PARK_Maintenance_Ground Maintenance,321,YES,02136,ROW,0,0.000612808038479301,1.68014116327585e-08
98,Dana Avenue Urban Wild I,Commonwealth of Massachusetts,A97,6,Hyde Park,0.77727562, ,Industrial District,Urban Wilds,DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3023,YES,02136,,0,0.00452095092499834,3.43156618107453e-07
99,Mother Brook Reservation,Commonwealth of Massachusetts,A97,2,Hyde Park,30.39329582, ,Residential District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,Mill Pond Reservation,,,INFO_Reallocation From Dept,3024,YES,02136,,0,0.0298847707117696,1.34167859410613e-05
100,Mission Hill Playground,City of Boston,A97/LWCF/PARC/UPARR,3,Mission Hill,2.76091488,60 Smith Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Sheehy-Smith Playground,BPRD,199,PARK_Maintenance_Region 3,199,YES,02120,1000011000,1913,0.00498002575918194,1.22044740324505e-06
101,Gibbons Playground,City of Boston,A97,3,Mission Hill,0.10489898,23 Delle Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Delle Avenue Playground,BPRD,133,PARK_Maintenance_Region 3,133,YES,02120,"1000532000,1000531000,1000530000",0,0.000896276369279225,4.63688096921928e-08
102,Mozart Street Playground,City of Boston,A97/LWCF/UPARR,3,Jamaica Plain,0.80633719,10 Mozart Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Holland Plgd,BPRD,209,PARK_Maintenance_Region 3,209,YES,02130,1002268000,1959,0.00239546130138998,3.56377383567455e-07
103,Beecher Street Play Area,City of Boston,A97,3,Jamaica Plain,0.17425723,20 Beecher Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,019,PARK_Maintenance_Region 3,19,YES,02130,1900350000,0,0.00118172841676892,7.70116011122585e-08
104,Lawrence Farm,Private,AP/Ch61A (Part),7,Jamaica Plain,41.1616755, ,Conservation Protection Subdistrict,Open Land,TTOR,Private,X,N,Allandale Farm,,,INFO_Reallocation From Dept,7021,YES,02130,,0,0.02080346469055,1.81868312289334e-05
105,Soldier's Monument,City of Boston,A97,1,Jamaica Plain,0.13269948,1 South Street,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,L,,BPRD,341,PARK_Maintenance_Region 3,341,YES,02130,1901530000,0,0.00110922272135259,5.86373430220898e-08
106,English H.S. Athletic Fields,City of Boston,,3,Jamaica Plain,7.63387255,20 Williams Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPS,BPRD,N,X,,BPS,107,PARK_Maintenance_Region 3,107,YES,02130,"1102534010,1102600000",0,0.0115428634778461,3.37314157763759e-06
107,Johnson Park II,MBTA,A97,3,Jamaica Plain,0.17064967, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,DCR,X,X,,,,INFO_Reallocation From Dept,2013,YES,02130,,0,0.00170518072742119,7.54090769889086e-08
108,Johnson Park I,Commonwealth of Massachusetts,A97,3,Jamaica Plain,2.60107852, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3025,YES,02130,,0,0.00465774724713306,1.14940605911225e-06
109,Mahoney Square,City of Boston,A97,1,Jamaica Plain,0.0602203,399P Centre Street,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Hyde Sq., Centre Square",BPRD,185,PARK_Maintenance_Region 3,185,YES,02130,1900192500,0,0.00058802035092243,2.66154017317685e-08
110,Back of the Hill Urban Wild,City of Boston,A97/LWCF/USH,6,Mission Hill,3.71652063,60 Ellingwood Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Ground Maintenance,1005,YES,"02130, 02120",1001491100,0,0.00854671433409549,1.64278553959125e-06
111,Thetford/Evans Playground,City of Boston,A97,3,Dorchester,0.68323955,15 Evans Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,302,PARK_Maintenance_Region 2,302,YES,02124,1701995000,1955,0.00224496006688668,3.01786895797639e-07
112,Woodhaven,City of Boston,A97,6,Mattapan,1.22255816,60 Woodhaven Street,Residential District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Ground Maintenance,1006,YES,02126,"1801850000,1801851000",0,0.00309588056136144,5.39908938737784e-07
113,Gladeside I,City of Boston,A97/WPA,6,Mattapan,10.29017524,12 Gladeside Terrace,Open Space District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Ground Maintenance,1007,YES,02126,1800113600,0,0.0110088836530495,4.54454264359424e-06
114,Willowwood Rock,City of Boston,A97,6,Dorchester,0.55885711,30 Willlowwood Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Ground Maintenance,1008,YES,02124,"1403567000,1403569000,1403570000,1403571000,1403568000",0,0.00207163727880923,2.46856112941739e-07
115,Msgr. Francis A. Ryan Park,Commonwealth of Massachusetts,A97,3,Mattapan,6.14183597, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3026,YES,02126,,0,0.00881176634562422,2.71228683056373e-06
116,Walker Playground,City of Boston,A97/UPARR/USH,3,Mattapan,5.95396661,550 Norfolk Street,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,310,PARK_Maintenance_Region 2,310,YES,02126,1800824000,1912,0.00793451620911143,2.62965224686806e-06
117,Kennedy Playground,Commonwealth of Massachusetts,A97,3,Mattapan,0.26005249, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,Charles Plgd,,,INFO_Reallocation From Dept,3027,YES,02126,,0,0.00155018730230618,1.14833040404471e-07
118,Forest Hills Cemetery,Private,,4,Jamaica Plain,243.78709001, ,Open Space District,Cemeteries & Burying Grounds,Private,NULL,N,X,,,,INFO_Reallocation From Dept,7026,NO,02130,,0,0.0557071113535388,0.000108427863078505
119,Walter Street Cemetery,City of Boston,Ch114S7/A97,4,Roslindale,0.86134391,155 Walter Street,Open Space District,Cemeteries & Burying Grounds,BPRD,Private,X,X,,BPRD,313,INFO_Reallocation From Dept,313,YES,02131,2005309000,1711,0.00281961223682073,3.80514965575646e-07
120,Pagel Playground,City of Boston,A97/USH,3,Jamaica Plain,2.71725419,365 Hyde Park Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,223,PARK_Maintenance_Region 4,223,YES,02131,"1904588000,1904588001",0,0.00486138762482817,1.20032073942708e-06
121,Parkman Playground,City of Boston,A97/LWCF,3,Jamaica Plain,2.06827268,58 Wachusett Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,229,PARK_Maintenance_Region 4,229,YES,02130,1904607000,1924,0.00412566168110469,9.13737377088328e-07
122,Fallon Field,City of Boston,A97,3,Roslindale,7.51214641,910 South Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,112,PARK_Maintenance_Region 4,112,YES,02131,2005499000,0,0.00799763356462608,3.31833665563365e-06
123,Poplar Street Play Area,City of Boston,A97,3,Roslindale,0.43611834,245 Poplar Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Hillside Play Area,BPRD,241,PARK_Maintenance_Region 4,241,YES,02131,1804684000,1951,0.00198716819306613,1.92626085251417e-07
124,Delano Park,City of Boston,,1,Roslindale,0.20638751,2P Delano Park,Open Space District,"Malls, Squares & Plazas",NULL,BPRD,N,X,,BPWD,,PARK_Maintenance_Region 4,2015,YES,02131,1804687500,0,0.00411180645230227,9.11577049848302e-08
125,Toll Gate Cemetery,Private,,4,Jamaica Plain,0.90486582, ,Open Space District,Cemeteries & Burying Grounds,Private,NULL,N,N,,,,INFO_Reallocation From Dept,7028,NO,02130,,0,0.00346365530521803,3.99752227087258e-07
126,Dudley Town Common,City of Boston,A97,1,Roxbury,0.61711798,"366-378 Dudley Street
421-425 Dudley Street",Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,094,PARK_Maintenance_Region 5,94,YES,02119,"0802214000,0802849000,0802218000,0802850000,0802851000,0802852000,0802216000,0802213000,0802217000,0802215000",0,0.00305371093507249,2.7276234264384e-07
127,King Street Play Area,City of Boston,A97/Trust Fund,3,Roxbury,0.1252945,239 Roxbury Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X,Play Area #4,BPRD,170,PARK_Maintenance_Region 5,170,YES,02119,0903422010,1943,0.00103211546898211,5.5382973883411e-08
128,Jeep Jones Park,City of Boston,A97/PARC,3,Roxbury,1.81821592,221 Roxbury Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,164,PARK_Maintenance_Region 5,164,YES,02119,"0903340000,0903338000",1974,0.00396852439467416,8.03703728862759e-07
129,Linwood Park,City of Boston,A97,1,Roxbury,0.07384486,55P Linwood Park Street,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,180,PARK_Maintenance_Region 5,180,YES,02119,0903482000,0,0.000685535178682695,3.26404063857175e-08
130,Kittredge Park,City of Boston,A97/PARC,1,Roxbury,0.11614305,2P Kittredge Park,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Alvah Kittredge Park,BPRD,172,PARK_Maintenance_Region 5,172,YES,02119,0903512000,0,0.00101980785608101,5.13364863525165e-08
131,Rockledge Street Urban Wild,City of Boston,A97,6,Roxbury,0.51363738,5 Rockledge Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Ground Maintenance,1009,YES,02119,"0903698000,0903699000,0903696000,0903708000,0903697000",0,0.00235666115415027,2.27027368594743e-07
132,St James Street Park,City of Boston,A97,3,Roxbury,0.39295057,39 St. James Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,292,PARK_Maintenance_Region 5,292,YES,02119,1201230000,1966,0.00173968833382127,1.73685009680613e-07
133,Malcolm X Park I,City of Boston,A97/LWCF,3,Roxbury,15.24316864,150 M L King Jr. Boulevard,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Washington Park,BPRD,186,PARK_Maintenance_Region 5,186,YES,02119,"1100270000,1201732000",0,0.014448448060749,6.73695286567082e-06
134,Horatio Harris Park,City of Boston,A97/LWCF,3,Roxbury,2.52211074,85 Harold Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,157,PARK_Maintenance_Region 3,157,YES,02121,1203435000,1913,0.00426064439896531,1.11463324251021e-06
135,Trotter School Playground,City of Boston,A97/UPARR,3,Roxbury,1.24409101,59 Waumbeck Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,306,PARK_Maintenance_Region 5,306,YES,02121,1203276000,1973,0.00311768820311019,5.4978927987543e-07
136,Crawford Street Playground,City of Boston,A97,3,Roxbury,2.56768548,320 Walnut Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,073,PARK_Maintenance_Region 5,73,YES,02121,"1202983000,1202985010",1965,0.00681096493859898,1.13471935699474e-06
137,Father Jack Play Area,City of Boston,A97,3,Roxbury,0.31972415,345 Walnut Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Msgr. John Roussin Park, Walnut Park Play Area",BPRD,311,PARK_Maintenance_Region 5,311,YES,02119,1101679000,1927,0.00147782741402045,1.41291337000935e-07
138,Flaherty Playground,City of Boston,A97,3,Jamaica Plain,1.31089218,40 Cornwall Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Cornwall,BPRD,119,PARK_Maintenance_Region 3,119,YES,02130,1102253000,1925,0.00317238111707768,5.79278634018389e-07
139,Marcella Playground,City of Boston,A97/LWCF,3,Roxbury,5.09023284,260 Highland Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,187,PARK_Maintenance_Region 5,187,YES,02119,1100868000,0,0.00568610939267737,2.24974728886697e-06
140,Highland Park,City of Boston,A97,3,Roxbury,3.63283913,58 Beech Glen Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,152,PARK_Maintenance_Region 5,152,YES,02119,"1100592000,1100591000",1888,0.00490231269617201,1.6056802958409e-06
141,Cedar Square,City of Boston,A97,3,Roxbury,0.61566382,15 Cedar Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,045,PARK_Maintenance_Region 5,45,YES,02119,0903776000,0,0.00213214775965509,2.72115239068999e-07
142,Elm Hill Park,City of Boston,A97,1,Roxbury,0.11791867,21P Elm Hill Park,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,105,PARK_Maintenance_Region 5,105,YES,02121,1202695500,0,0.00208866729302106,5.21088036537751e-08
143,Quincy Street Play Area,City of Boston,A97/USH,3,Roxbury,0.54606112,65 Quincy Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,250,PARK_Maintenance_Region 5,250,YES,02121,1202881000,0,0.00202418364648029,2.41313829733083e-07
144,Howes Playground,City of Boston,A97/UPARR/PARC,3,Roxbury,1.89271114,68 Moreland Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Gertrude Howes Plgd,BPRD,158,PARK_Maintenance_Region 5,158,YES,02119,0802922000,1930,0.00395501872945762,8.36547079724819e-07
145,Little Scobie Playground,City of Boston,A97,3,Roxbury,0.79442312,36 Copeland Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,181,PARK_Maintenance_Region 5,181,YES,02119,1200283000,0,0.00264499802288893,3.51113622493461e-07
146,Erie/Ellington Playground,City of Boston,A97/LWCF/OCB,3,Dorchester,0.37053063,125 Erie Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,108,PARK_Maintenance_Region 2,108,YES,02121,"1402484000,1402485000,1402483000",0,0.00193834749010091,1.63709823976814e-07
147,Puddingstone Park,City of Boston,A97,3,Dorchester,0.54822668,330 Seaver Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,247,PARK_Maintenance_Region 2,247,YES,02121,"1400829000,1400828000,1400830000,1400831000",0,0.00213081771561742,2.42235177027003e-07
148,Bynoe Park,City of Boston,A97/UPARR/USH,3,Roxbury,2.67513375,50 Orchard Park,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Edna V. Bynoe Park; Orchard Park",BPRD,100,PARK_Maintenance_Region 5,100,YES,02119,0802192040,0,0.00456143738280532,1.18246287328987e-06
149,Buena Vista,City of Boston,A97,6,Roxbury,1.47775025, ,Open Space District,Urban Wilds,BCC,BPRD,X,X,Warren Gardens-Gendrot Trust,BCC,,PARK_Maintenance_Ground Maintenance,1010,YES,02119,1200493000,0,0.00325105836780993,6.53134332812469e-07
150,Madison Park H.S. Athletic Fields,City of Boston,,3,Roxbury,9.60646747,55 Malcolm X Boulevard,Institutional District,"Parks, Playgrounds & Athletic Fields",BPS,BPRD,N,X,,BPS,183,PARK_Maintenance_Region 5,183,YES,02120,0902980000,0,0.00839622531419453,4.24645044797111e-06
151,Dennis Street Park,City of Boston,A97/USH,3,Roxbury,0.68561997,138 Moreland Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Moreland Green,BPRD,085,PARK_Maintenance_Region 5,85,YES,02119,"0803088000,0803091000,0803087000,0803083000,0803082000,0803078000,0803085000,0803084000,0803079000,0803081000,0803080000,0803086000",0,0.00241868964360858,3.03023813447603e-07
152,Holborn Street Playlot,City of Boston,A97/LWCF/USH,3,Roxbury,0.14143004,6 Holborn Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,155,PARK_Maintenance_Region 5,155,YES,02121,"1202854000,1202855000",0,0.00111154370673125,6.25010082923503e-08
153,Medal of Honor Park,City of Boston,A97,1,South Boston,6.18321088,775 East First Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,196,PARK_Maintenance_Region 6,196,YES,02127,0603699000,1897,0.00682571552315994,2.73340515647455e-06
154,Christopher Lee Playground,City of Boston,A97/LWCF,3,South Boston,5.43840854,775 East First Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,M Street Plgd,BPRD,057,PARK_Maintenance_Region 6,57,YES,02127,0603699000,1897,0.00770339876176253,2.40419556580126e-06
155,Hawes Burying Ground,City of Boston,Ch114S7/A97,4,South Boston,0.24322679,301 Emerson Street,Residential District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X,,BPRD,146,PARK_Cemetery Maintenance Request,146,YES,02127,0602574000,1816,0.00133290754164636,1.07519157900414e-07
156,Union Burying Ground,City of Boston,Ch114S7/A97,4,South Boston,0.12032393,650 East Fifth Street,Residential District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X,,BPRD,307,PARK_Cemetery Maintenance Request,307,YES,02127,0602592000,1841,0.00105530289641715,5.31893357267625e-08
157,Dorchester Heights NHS,United States of America,A97/NRHP,1,South Boston,4.40435229, ,Residential District,"Malls, Squares & Plazas",National Park Service,NULL,X,X,Thomas Park/Telegraph Hill,,,INFO_Reallocation From Dept,5001,YES,02127,,0,0.00585754196483118,1.94691469864117e-06
158,Flaherty Park,City of Boston,A97,3,South Boston,0.25204014,130 B Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,118,PARK_Maintenance_Region 6,118,YES,02127,0601252000,1909,0.00137471971611943,1.11428335492581e-07
159,Buckley Playground,City of Boston,A97,3,South Boston,0.64952408,210 West Third Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,035,PARK_Maintenance_Region 6,35,YES,02127,0601560000,1952,0.00251960310651464,2.87146593005908e-07
160,Ronan Park,City of Boston,A97/LWCF/USH,3,Dorchester,11.2413665,92 Mt. Ida Road,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,268,PARK_Maintenance_Region 2,268,YES,02122,1501590000,1912,0.0105184086947294,4.96695073114922e-06
161,Mt. Bowdoin Green,City of Boston,A97,1,Dorchester,0.53822545,18 Bowdoin Avenue,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,206,PARK_Maintenance_Region 2,206,YES,02121,1401202000,0,0.00193107712949247,2.3780591503546e-07
162,Byrne Playground,City of Boston,A97,3,Dorchester,1.18864855,23 Everett Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,039,PARK_Maintenance_Region 2,39,YES,02122,1600085000,1939,0.00333415203263456,5.25171274389707e-07
163,Doherty/Gibson Playground,City of Boston,A97,3,Dorchester,5.72677554,1545 Dorchester Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Townfield,BPRD,088,PARK_Maintenance_Region 2,88,YES,02124,1600740000,1897,0.00640200997289008,2.53007435695292e-06
164,Wellesley Park,City of Boston,A97,3,Dorchester,0.7134472,25 Wellesley Park,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,316,PARK_Maintenance_Region 2,316,YES,02124,1702486000,0,0.00263732199794112,3.15192263514209e-07
165,McMorrow Playground,Commonwealth of Massachusetts,A97,3,Dorchester,5.23227413, ,Industrial District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3029,YES,02122,,0,0.00774215713597056,2.31155027765397e-06
166,Hemenway Playground,City of Boston,A97/UPARR,3,Dorchester,4.39559122,540 Adams Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,151,PARK_Maintenance_Region 2,151,YES,02122,1602003000,1919,0.00573211250622523,1.94178007377497e-06
167,Rev. Loesch Family Park,City of Boston,A97/UPARR/PARC,3,Dorchester,2.25173143,20 Wainwright Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Cronin/Wainwright Park,BPRD,257,PARK_Maintenance_Region 2,257,YES,02124,1601398000,1899,0.00401644198124766,9.94705806225866e-07
168,Codman Burying Ground,Private,,4,Dorchester,2.62546008, ,Residential District,Cemeteries & Burying Grounds,Private,NULL,N,N,,,,INFO_Reallocation From Dept,7032,NO,02124,,0,0.00448912042542535,1.15977795326084e-06
169,Walsh Playground,City of Boston,A97/LWCF,3,Mattapan,6.94625108,1005 Washington Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,312,PARK_Maintenance_Region 2,312,YES,"02126, 02124",1703276000,1946,0.00768168303673209,3.0678579484526e-06
170,Dorchester South Burying Ground,City of Boston,Ch114S7/A97,4,Dorchester,1.93328338,2095 Dorchester Avenue,Open Space District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X,,BPRD,091,PARK_Cemetery Maintenance Request,91,YES,02124,1704193000,1814,0.00417948738481501,8.5386966732094e-07
171,Dorchester Park,City of Boston,A97/USH,3,Dorchester,27.2996867,2180 Dorchester Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,090,PARK_Maintenance_Region 2,90,YES,02124,1605016000,1891,0.0212752282335706,1.2057033643684e-05
172,Gallivan/Hallet Circle,Commonwealth of Massachusetts,A97,1,Dorchester,0.47803119, ,Commercial/Office/Business District,"Malls, Squares & Plazas",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3030,YES,02122,1604206000,0,0.00222846078033883,2.11150094866341e-07
173,Toohig Playground,Commonwealth of Massachusetts,A97,3,Dorchester,2.12442011, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3031,YES,02122,,0,0.00486869774869646,9.38369653767305e-07
174,Martin/Hilltop Playground,City of Boston,A97,3,Dorchester,1.31399581,95 Myrtlebank Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,189,PARK_Maintenance_Region 2,189,YES,02124,1604367000,1979,0.00312587617289693,5.80358472481907e-07
175,10 Josephine Street Garden,TTOR,PDR/Land Trust,5,Dorchester,0.06909026, ,Residential District,Community Gardens,TTOR,NULL,N,N,,,,INFO_Reallocation From Dept,7208,NO,02122,,0,0.000718631503996147,3.05254495263634e-08
176,Mother's Rest at Four Corners,City of Boston,A97/LWCF/USH,3,Dorchester,1.14620734,410 Washington Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,205,PARK_Maintenance_Region 2,205,YES,02124,"1702437000,1702438000,1702436000,1702439000",0,0.00323672858942864,5.06392969862537e-07
177,Ripley Playground,City of Boston,A97/UPARR/PARC,3,Dorchester,0.84612895,25 Ripley Road,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,261,PARK_Maintenance_Region 2,261,YES,02121,1401485000,1913,0.00283661373890068,3.73830029136186e-07
178,Garvey Playground,City of Boston,A97,3,Dorchester,5.26426894,340 Neposet Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,William H. Garvey Playground,BPRD,130,PARK_Maintenance_Region 2,130,YES,02122,1602436000,1896,0.00644076027967498,2.32539928312823e-06
179,Ventura Playground,Commonwealth of Massachusetts,A97,3,Dorchester,1.31001994, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3032,YES,02124,,0,0.00371160634498873,5.7852167974651e-07
180,Geneva Cliffs I,City of Boston,A97,6,Dorchester,1.7984447,275 Geneva Avenue,Residential District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Ground Maintenance,1011,YES,02121,"1401390000,1401389000",0,0.00434409522212039,7.94628858047577e-07
181,Hayes Park,City of Boston,A97,3,South End,0.2751935,158 Warren Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,147,PARK_Maintenance_Region 6,147,YES,02116,0400302000,1991,0.0014147273379627,1.21668108764862e-07
182,Peters Park II,BRA,,3,South End,0.50712416,230 Shawmut Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,,BRA,,INFO_Reallocation From Dept,2155,YES,02118,0306040000,1974,0.00426568165669849,2.24208274459261e-07
