OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,PARK_ID,REGION,OS_ID,F_100ftRule,ZipCode,ParcelNumber,YearAcquired,Shape_Length,Shape_Area
279,Chestnut Street,Commonwealth of Massachusetts,A97/GPOD,2,Jamaica Plain,1.03910568, ,Conservation Protection Subdistrict,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,,,INFO_Reallocation From Dept,3057,YES,02130,,0,0.00830551122507987,4.59250741848583e-07
280,Faneuil Square,City of Boston,A97,1,Central Boston,0.81678949,1P Faneuil Hall Square,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Faneuil Hall Sq.,BPRD,113,INFO_Reallocation From Dept,113,YES,02109,0303687000,0,0.00420940393878348,3.61210072494624e-07
281,Temple Street Park,City of Boston,A97/MPPF,1,Back Bay/Beacon Hill,0.06073199,46 Temple Street,Residential District,"Malls, Squares & Plazas",BPRD,Private,X,X,,BPRD,300,INFO_Reallocation From Dept,300,YES,02114,"0300009000,0300010000",0,0.000666281365440967,2.68575933045479e-08
282,American Legion Highway,City of Boston,100,2,Multi-District,6.77560767, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",NULL,BPRD,N,X,,PWD,,PARK_Maintenance_Region 2,2165,YES,"02126, 02121, 02124, 02131",ROW,0,0.0833887984725728,2.99312590155071e-06
283,Morton Street,Commonwealth of Massachusetts,A97,2,Multi-District,0.76096783, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3058,YES,"02126, 02130, 02124, 02131",ROW,0,0.0388543039564349,3.36184273989379e-07
284,St Michael's Cemetery,Private,,4,Mattapan,46.50379724, ,Open Space District,Cemeteries & Burying Grounds,Private,NULL,N,,,,,INFO_Reallocation From Dept,7079,NO,"02130, 02131",,0,0.0402158352365364,2.03314873163799e-05
285,Patten's Cove,Commonwealth of Massachusetts,A97/WPA/Ch91,2,Dorchester,9.66123628, ,Industrial District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,"Savin Hill Marsh; Dorchester Shores Reservation",DCR,,INFO_Reallocation From Dept,3059,YES,02125,,0,0.010601002626089,4.26939335304645e-06
286,Leo M. Birmingham Parkway,Commonwealth of Massachusetts,A97,2,Allston-Brighton,6.98172672, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3060,YES,02135,,0,0.0618030518579646,3.08746795796769e-06
287,Rivermoor II,City of Boston,A97,6,West Roxbury,1.03369101,150 Rivermoor Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,,BCC,,INFO_Reallocation From Dept,2166,YES,02132,2009228020,0,0.00360028967739136,4.56542179935287e-07
288,Rivermoor III,City of Boston,A97,6,West Roxbury,0.51911572, ,Open Space District,Urban Wilds,BCC,BPRD,X,X,202 Rivermoor St,BCC,,PARK_Maintenance_Ground Maintenance,1014,YES,02132,2009228030,0,0.00215304273715585,2.29274975560341e-07
289,Parley Vale Preserve,Private,A97/Easement,6,Jamaica Plain,0.72398241,18-20 Parley Street,Residential District,"Parks, Playgrounds & Athletic Fields",BCC,Private,X,N,,BCC,,INFO_Reallocation From Dept,1015,YES,02130,"1900902000,1900901000,1900903000",0,0.00243200095644926,3.19942606048465e-07
290,Condor Street Overlook,City of Boston,A97/WPA,6,East Boston,0.45,2 Condor Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Ground Maintenance,1016,YES,02128,0103679000,0,0.00952146684821207,5.00581479056441e-06
291,Truman Parkway,Commonwealth of Massachusetts,A97,2,Hyde Park,2.71500041, ,Industrial District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3061,YES,02136,,0,0.046641654313229,1.19858238631386e-06
292,West Austin Rock,City of Boston,A97,6,Hyde Park,0.29626499,216 West Street,Residential District,Urban Wilds,BCC,BPRD,X,X,West and Austin Street Rock Urban Wild,BCC,,PARK_Maintenance_Ground Maintenance,1017,YES,02136,1811312000,0,0.0016205321057387,1.30819532234114e-07
293,Arborway Overpass Path,Commonwealth of Massachusetts,A97,2,Jamaica Plain,1.16385539, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,,,INFO_Reallocation From Dept,3062,YES,02130,,0,0.0387356224156807,5.14223467480598e-07
294,Franklin Park Zoo,City of Boston,A97/LWCF/USH,3,Roxbury,63.82554862, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,Zoo New England,X,X,Zoo New England,DCR,,INFO_Reallocation From Dept,2167,YES,02121,1203486000,0,0.0252970064491276,2.82014304895004e-05
295,Newland Street Park,City of Boston,A97,3,South End,0.1534102,"97 West Concord;  Playlot Entrance, 90HF Newland Street",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Newland Street Playground,BPRD,348,PARK_Maintenance_Region 6,348,YES,02118,"0900427000,0900429000,0900428000",0,0.00116911122625614,6.78205283128752e-08
296,Zero Quinn Way,City of Boston,A97,3,West Roxbury,0.03202902,0 Quinn Way,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,331,INFO_Reallocation From Dept,331,YES,02132,2002313000,0,0.000621239880540678,1.41470088423814e-08
297,Fenelon Street Playground,City of Boston,A97,3,Dorchester,0.19241198,20 Fenelon Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,114,PARK_Maintenance_Ground Maintenance,114,YES,02121,"1401025000,1401014000",2005,0.00126505492747468,8.50147348226872e-08
298,Stanley-Bellevue Park,City of Boston,A97,3,Dorchester,0.35813587,23 Bellevue Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,293,PARK_Maintenance_Region 2,293,YES,02125,"1502968010,1502955010",0,0.00173480933550541,1.58257661007281e-07
299,Allandale Woods ROW,Private,A97,6,West Roxbury,0.16386259,1215R Centre Street 200-232 Allandale Street,Conservation Protection Subdistrict,Urban Wilds,BCC,BPRD,X,X,,,,PARK_Maintenance_Ground Maintenance,1018,YES,02132,2003601001,0,0.00220807007226888,7.23943726211266e-08
300,St Helena's Park,City of Boston,A97,3,South End,0.17481047,115 Union Park Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,291,PARK_Maintenance_Region 6,291,YES,02118,0801081010,1991,0.0011594200314646,7.72822878743249e-08
301,Theresa Hynes Park,Private,A97/CR,3,Allston-Brighton,0.42343944,99 Chestnut Hill Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BCC,Private,X,X,,BCC,,INFO_Reallocation From Dept,1019,YES,02135,,0,0.00253269381495929,1.87212278852453e-07
302,Ernst Chery Jr. Playground,City of Boston,A97,3,Mattapan,0.23395832,74 Orlando Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Orlando Street Playground,BPRD,109,PARK_Maintenance_Region 2,109,YES,02126,"1802181000,1802182000,1802180000",0,0.00131583541075577,1.03324919321457e-07
303,Millennium Park II,City of Boston,A97/SURF/WPA,6,West Roxbury,8.33222815,300 Gardner Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,Dump Shoreline Urban Wild,BCC,,PARK_Maintenance_Ground Maintenance,1020,YES,02132,2009010000,0,0.00797562756417045,3.68032168776397e-06
304,North Point Park,Commonwealth of Massachusetts,A97/WPA/Ch91,3,Central Boston,2.34133036, ,Special District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3064,YES,02114,,0,0.00523016083888539,1.03555018399399e-06
305,Bremen Street Park I,MassDOT,CAT Mit,3,East Boston,17.78916058, ,Special District,"Parks, Playgrounds & Athletic Fields",MA EOEEA,Massport,N,X,,Massport,,INFO_Reallocation From Dept,4051,YES,02128,,0,0.0268446162783117,7.86878376608861e-06
306,South Bank Park,Commonwealth of Massachusetts,A97/CAT Mit/WPA,2,Central Boston,2.39521477,Beverley and Causeway Sts,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Revere Plaza,DCR,,INFO_Reallocation From Dept,3065,YES,02114,,0,0.0107942305095478,1.05936568640544e-06
307,Lincoln Street Green,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Central Boston,0.17757051,17 South Street,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,NULL,X,X,Kennedy Greenway Parcel 23b,,,INFO_Reallocation From Dept,4056,YES,02111,,0,0.00177311133294241,7.85181013104878e-08
308,Chinatown Park,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Central Boston,0.84197364, ,Open Space District,"Malls, Squares & Plazas",RFK Greenway Conservancy,NULL,X,X,Kennedy Greenway Parcel 23b,,,INFO_Reallocation From Dept,4058,YES,02111,,0,0.00854788439064161,3.72298455914666e-07
309,Armenian Heritage Park,MassDOT,A97/Acts2008Ch306/CAT Mit,1,Central Boston,0.2538375, ,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,Armenian Heritage Foundation,X,X,,,,INFO_Reallocation From Dept,4059,YES,02110,,0,0.00135325420040411,1.12256319374114e-07
310,Endicott Triangle,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Central Boston,0.03843055,"Btwn Endicott, Stillman, & Cross Sts",Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,NULL,X,X,Rose Kennedy Greenway Parcel 5,,,INFO_Reallocation From Dept,4061,YES,02113,,0,0.000638048149195339,1.69960798793405e-08
311,Dewey Square Parks,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Central Boston,2.64044907, ,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,NULL,X,X,"RFK Greenway Parcels 19,21,22",,,INFO_Reallocation From Dept,4063,YES,"02110, 02210",,0,0.00965577959914476,1.16758237868943e-06
312,Federal Reserve Bank Harborwalk,City of Boston,,1,Central Boston,0.08032794, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,NULL,N,X,,,,INFO_Reallocation From Dept,2057,YES,02210,,0,0.00173830250563843,3.5518941077316e-08
313,Tufts Wharf Harborwalk,Private,CATMit/Ch91/WPA,1,Central Boston,0.73915412,510 Atlantic Avenue,Special District,"Malls, Squares & Plazas",Private,NULL,N,X,,,,INFO_Reallocation From Dept,7090,YES,02210,,0,0.00272105447365347,3.2688417529424e-07
314,Russia Wharf Harborwalk,Private,CAT Mit,1,Central Boston,0.06115193, ,Special District,"Malls, Squares & Plazas",Private,NULL,N,X,,,,INFO_Reallocation From Dept,7091,YES,02210,,0,0.00124871682638544,2.70727155942204e-08
315,North End Park,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Central Boston,2.82787538, ,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,NULL,X,X,Kennedy Greenway Parcels 8&10,,,INFO_Reallocation From Dept,4068,YES,"02109, 02113",,0,0.00699977347426294,1.25062193879465e-06
316,Wharf District Park,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Central Boston,4.71128786, ,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,NULL,X,X,Kennedy Greenway Parcels 14-17,,,INFO_Reallocation From Dept,4069,YES,"02110, 02109",,0,0.0119977899577358,2.08343554222008e-06
317,McGann Park,City of Boston,A97,3,Hyde Park,0.88087107,240 West Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,192,PARK_Maintenance_Ground Maintenance,192,YES,02136,,0,0.00274490047689315,3.8896580884224e-07
318,Bay Village Garden,City of Boston,A97,5,Central Boston,0.01815408,32 Melrose Street,Open Space District,"Malls, Squares & Plazas",BPRD,Private,X,X,Melrose Park,BPRD,016,PARK_Maintenance_Ground Maintenance,16,YES,02116,0500757000,0,0.000356628108246091,8.02681772631617e-09
319,Bussey Brook Meadow II,MBTA,,7,Jamaica Plain,1.25776152,Opposite 376 Arborway Street,Open Space District,Open Land,NULL,NULL,N,X,Arnold Arboretum IV,MBTA,,INFO_Reallocation From Dept,4070,YES,02130,1902833000,0,0.00443021783517497,5.55695629700068e-07
320,Franklin Park II,City of Boston,A97/LWCF/USH/Lease,3,Roxbury,16.44115769, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,Zoo New England,X,X,"""Sausage Lot""",DCR,,INFO_Reallocation From Dept,2172,YES,02121,1203486000,0,0.0183408869526903,7.26443087058167e-06
321,Brian Honan Park,Private,A97/CR,3,Allston-Brighton,0.96367385,Allston Street,Residential District,"Parks, Playgrounds & Athletic Fields",BCC,Private,X,X,,,,INFO_Reallocation From Dept,1021,YES,02135,,0,0.00368684760945509,4.2606199440171e-07
322,Allandale Woods II,City of Boston,LWCF/A97/WPA,6,West Roxbury,10.60073766,1215R Centre Street 200-232 Allandale Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,Brandagee Estate & Recuperative Center Parcels,BCC,,PARK_Maintenance_Ground Maintenance,1022,YES,"02130, 02132","2003598000,2003590500",0,0.0110441539862328,4.68356455382372e-06
323,Mattahunt Woods II,Private,WPA,8,Mattapan,3.40667513,50 Canaan Street (at Kennebec St),Residential District,Other Open Land,Private,NULL,N,,,,,INFO_Reallocation From Dept,7104,NO,02126,"1802358000,1802561000,1802372000,1802371000,1802617000,1802349000,1802611000,1802351000,1802350000,1802370000,1802558000,1802360000,1802608000,1802628000,1802603000,1802604000,1802613000,1802359000,1802367000,1802368000,1802643000,1802355000,1802373000,1802618000,1802354000,1802361000",0,0.0167468455810289,1.50451172658864e-06
324,BPL Courtyard,City of Boston,,1,Back Bay/Beacon Hill,0.18670139,230 Dartmouth Street,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,NULL,N,X,,,,INFO_Reallocation From Dept,2073,NO,02116,,0,0.00141203391187204,8.25514211730148e-08
325,Sharon's Park,City of Boston,A97,1,Dorchester,0.31493329,840 Columbia Road,Open Space District,"Malls, Squares & Plazas",DCR,DCR,X,X,Columbia-Buttonwood Park,DCR,,INFO_Reallocation From Dept,2176,YES,02125,,2009,0.0027128045303827,1.39189613857576e-07
326,Mattahunt Woods I,City of Boston,A97/WPA,6,Mattapan,8.85081077,20 Cannan Street (at Colorado Street),Residential District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Ground Maintenance,1023,YES,02126,"1802352000,1802568000,1802356000,1802624000,1802556000,1802570000,1802663000,1802567000,1802576000,1802575000,1802564000,1802573000,1802559000,1802670000,1802637000,1802347000,1802647000,1802646000,1802641000,1802644000,1802638000,1802609000,1802353000,1802614000,1802574000,1802557000,1802610000,1802621000,1802626000,1802571000,1802348000,1802665000,1802666000,1802667000,1802648000,1802645000,1802639000,1802616000,1802640000,1802629000,1802607000,1802615000,1802668000,1802623000,1802583000,1802627000,1802605000,1802601000,1802612000,1802606000,1802669000,1802619000,1802622000,1802602000,1802625000,1802642000,1802620000,1802560000,1802562000,1802572000,1802569000,1802555000,1802563000",0,0.0242115647286465,3.90880299571466e-06
327,Beethoven School Play Area,City of Boston,A97,3,West Roxbury,0.52464693,5119 Washington Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,020,PARK_Maintenance_Region 4,20,YES,02132,2003044000,0,0.00247882942781719,2.31666179290737e-07
328,Algonquin Square,City of Boston,A97,1,Dorchester,0.03890156,2 Algonquin Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,003,PARK_Maintenance_Region 2,3,YES,02124,ROW,0,0.000756136531164583,1.71867437085171e-08
329,Robert G. Lawson Park,City of Boston,A97,1,Roxbury,0.12211615,1 Atherton Street,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Egleston Plaza I,BPRD,102,PARK_Maintenance_Region 3,102,YES,02119,"1101279000,1101013000",0,0.00146909178549825,5.39663307208931e-08
330,Hunt Playground II,City of Boston,,3,Mattapan,0.18639601, ,Open Space & Residential Districts,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,Almont Park II,PWD,,PARK_Maintenance_Ground Maintenance,2178,YES,02126,,0,0.00204135510458118,8.23216202071623e-08
331,Golden Stairs Terrace Park II,City of Boston,,1,East Boston,0.07587316, ,Residential District,"Malls, Squares & Plazas",NULL,BPRD,N,X,Golden Stairs,BPWD,,PARK_Maintenance_Ground Maintenance,2077,YES,02128,ROW,0,0.0016480119579852,3.35562755499248e-08
332,Foley Square,City of Boston,A97,1,Hyde Park,0.14070438,635 Metropolitan Avenue,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Lt. Robert M. Foley Square; Greenwood Squre",BPRD,138,PARK_Maintenance_Region 4,138,YES,02136,ROW,0,0.000927352045453586,6.2130680010479e-08
333,Jones Square,City of Boston,A97,1,Hyde Park,0.04306554,80 Milton Avenue,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Lt. Parker B. Jones Square,BPRD,340,PARK_Maintenance_Region 4,340,YES,02136,ROW,0,0.000742067865493733,1.90129700470449e-08
334,Schraffts Centre Harborwalk,Private,Ch91/WPA/100,1,Charlestown,1.00812584,529-543 Main Street,Industrial District,"Malls, Squares & Plazas",Private,NULL,N,X,,,,INFO_Reallocation From Dept,7116,YES,02129,,0,0.00924901006511292,4.46005462770007e-07
335,Roslindale Wetlands Urban Wild I,City of Boston,A97/LAND/WPA,6,Roslindale,9.58705106,40 Selwyn Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Ground Maintenance,1024,YES,02131,"2005156000,2005137000,2005162000,2005148000,2005146000,2005157000,2005161000,2005171000,2005163000,2005121100,2005147000,2005159001,2005170000,2005158000,2005145000,2005169000,2005141000,2005143000,2005164000,2005144000,2005151000,2005153000,2005160000,2005154000,2005159000,2005195010,2005195000,2005152000,2005149000,2005155000,2005140000,2005138000,2005150000",0,0.0161341672638182,4.21034019283508e-06
336,Webster Square,City of Boston,A97,1,Hyde Park,0.05439216,18 Webster Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,315,PARK_Maintenance_Region 4,315,YES,02136,ROW,0,0.000624213146736503,2.4015470901406e-08
337,Wolf Square,City of Boston,A97,1,Roxbury,0.02279554,190 Harold Street,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Herbert J. Wolf Square, Harold Square",BPRD,327,PARK_Maintenance_Ground Maintenance,327,YES,02121,ROW,1920,0.000433114365939046,1.00737898134632e-08
338,Woodworth Square,City of Boston,A97,1,Hyde Park,0.03458118,105 Beacon Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Horace C. Woodworth Square,BPRD,329,PARK_Maintenance_Region 4,329,YES,02136,ROW,0,0.000515949975822616,1.52678657945686e-08
339,East Boston Memorial Park II,Massport,CAT Mit/Esment,3,East Boston,1.80074841, ,Open Space District,"Parks, Playgrounds & Athletic Fields",MA EOEEA,BPRD,N,X,Mass DOT Park Easement_East Boston Memorial Park,Mass DOT,,INFO_Reallocation From Dept,4074,YES,02128,"0104164011,0104164009",0,0.0106753659899789,7.77921969323522e-07
340,East Boston Memorial Park III,Commonwealth of Massachusetts,CAT Mit,3,East Boston,3.25828701, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,NULL,N,X,,,,INFO_Reallocation From Dept,4016,YES,02128,0104126000,0,0.0158701124537699,1.44097500734311e-06
341,Bremen Street Park II,Massport,CAT Mit,3,East Boston,0.00973802, ,Industrial District,"Parks, Playgrounds & Athletic Fields",MA EOEEA,Massport,N,X,,Massport,,INFO_Reallocation From Dept,4075,YES,02128,,0,0.000263242377943079,4.30763540706329e-09
342,Bussey Brook Meadow I,City of Boston,A97/WPA,6,Jamaica Plain,24.6767483,255 South Street,Open Space District,Urban Wilds,BPRD,BPRD,X,X,Arnold Arboretum III,BPRD,038,PARK_Maintenance_Ground Maintenance,38,YES,02130,"1902824000,1902823000,1902836000",0,0.0239333488082783,1.09022629167669e-05
343,Arborway II,Commonwealth of Massachusetts,A97,2,Roslindale,1.15264166, ,Open Space & Residential Districts,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,,,INFO_Reallocation From Dept,3068,YES,02130,,0,0.0157285239840527,5.09262812197461e-07
344,Allandale Woods IV,Private,A97/CR/WPA,6,West Roxbury,6.29445592,1215R Centre Street 200-232 Allandale Street,Conservation Protection Subdistrict,Urban Wilds,BCC,Private+BPRD,X,X,Spring House CR,,,PARK_Maintenance_Ground Maintenance,1025,YES,"02130, 02132",2003594000,0,0.0073828485419942,2.7809854094908e-06
345,Allandale Woods V,Private,A97/Easmnt/WPA,6,West Roxbury,2.78226138,1215R Centre Street,Conservation Protection Subdistrict,Urban Wilds,BCC & TTOR,BPRD,X,X,Snow Place Easement,,,PARK_Maintenance_Ground Maintenance,7122,YES,02132,2003597005,0,0.0054084368432018,1.2292198812813e-06
346,Pier Four Harborwalk,Private,Ch91/WPA,1,South Boston,0.08833499,130 Northern Avenue,Special District,"Malls, Squares & Plazas",Private,NULL,N,X,,,,INFO_Reallocation From Dept,7128,YES,02210,,0,0.00122834046902857,3.90601230227262e-08
347,Back Bay Fens,City of Boston,A97/LWCF/UPARR/NRHP/WPA/Ch91,3,Fenway/Longwood,70.10028354,100 Park Drive (Clemente Field House) 125 The Fenway (Emerald Necklace Conservancy) 50 Park Drive (Duck House)  1 Evans Way (Evans Way) Forsyth Way (Roadway)   70 Park Drive (Rose Garden)   35 The Fenway (Mother's Rest) 20 Park Drive (Victory Garden) 89,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Includes Evans Way Park, Forsyth Park, Westland Avenue Gates",BPRD,013,PARK_Maintenance_Region 3,13,YES,"02115, 02215","0504175001,0401705000,0504175000",1877,0.0737584349597464,3.09919050078167e-05
348,Riverway I,City of Boston,A97/NRHP/GPOD,3,Fenway/Longwood,17.1859298,"440 Park Drive; 300 Park Drive (Sears Parcel)",Institutional District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"contains Back Bay Yard, ""Sears Lot"" aka ""Sears Rotary""",BPRD,263,PARK_Maintenance_Region 3,263,YES,02215,"0401994002,0401994001,0401965000,0401994000",1890,0.0276127681030187,7.5979948010679e-06
349,Riverway III,City of Boston,A97/NRHP/GPOD,3,Mission Hill,5.29710791,"W side of Riverway parkway, btwn Netherlands & on ramp  nr Brookline Ice & Coal",Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,264,PARK_Maintenance_Ground Maintenance,264,YES,"02115, 02215","0401965000,1000318000",0,0.013096250552943,2.34164676189638e-06
350,Riverway IV,Commonwealth of Massachusetts,A97/NRHP/GPOD,2,Mission Hill,1.92234381,"E side of Riverway parkway, Francis St to Huntington Ave (Rt 9)",Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,,,INFO_Reallocation From Dept,3069,YES,"02115, 02215",,0,0.0232793556642144,8.49769567813479e-07
351,Jamaica Pond Park,City of Boston,A97,3,Jamaica Plain,97.73817701,"345 Jamaica Way
507 Jamaica Way",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Pine Bank,BPRD,163,PARK_Maintenance_Region 3,163,YES,02130,1902186000,0,0.0253214786435562,4.31942037660973e-05
352,Charlesgate II,Commonwealth of Massachusetts,A97,2,Fenway/Longwood,1.48764482,"Charlesgate East nr Boylston St;  Charlesgate West btwn Beacon St and Back St",Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,,,INFO_Reallocation From Dept,3070,YES,02215,,0,0.00869806199564143,6.57751172039306e-07
353,Agassiz Road,Commonwealth of Massachusetts,A97/WPA,2,Fenway/Longwood,0.60408234,Agassiz Road,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Back Bay Fens,,,INFO_Reallocation From Dept,3071,YES,02215,,0,0.0117802974582154,2.67074345154932e-07
354,Columbia Road Park,Commonwealth of Massachusetts,A97,3,Dorchester,0.12376056,48 Buttonwood Street,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,John McCormack Park,,,INFO_Reallocation From Dept,3072,YES,02125,1303249000,0,0.00101789214303468,5.46971755236334e-08
355,Boylston Street I,City of Boston,A97,2,Fenway/Longwood,0.61687744,Vicinity of Park Drive and Back Bay Fens,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Back Bay Fens/Charlesgate,DCR,,INFO_Reallocation From Dept,2186,YES,02215,,0,0.0113301606571964,2.72742004134677e-07
356,Boylston Street II,Commonwealth of Massachusetts,A97/WPA,2,Fenway/Longwood,1.78015257,Vicinity of Bowker Overpass and The Fenway,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Back Bay Fens/Charlesgate,,,INFO_Reallocation From Dept,3074,YES,"02115, 02215",,0,0.0226797740777162,7.87076920954615e-07
357,The Fenway II,Commonwealth of Massachusetts,A97/NRHP,2,Fenway/Longwood,0.7685747,The Fenway at Brookline Ave & The Fenway at Boylston Street (near Charlesgate),Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Fenway Parkway,,,INFO_Reallocation From Dept,3075,YES,"02115, 02215",,0,0.00759275958393866,3.39805891881047e-07
358,Park Drive I,City of Boston,A97/NRHP,2,Fenway/Longwood,5.09545412,Park Drive from Brookline Ave to Boylston Street near Charlesgate,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,DCR,,INFO_Reallocation From Dept,2187,YES,02215,,0,0.0603265931110604,2.25257074940133e-06
359,Park Drive II,Commonwealth of Massachusetts,A97/NRHP,2,Fenway/Longwood,1.38266086,Park Drive at Boylston Street & Brookline Ave Intersection,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Jug Handle,,,INFO_Reallocation From Dept,3077,YES,02215,,0,0.0168222840238788,6.11302427273528e-07
360,Fire Alarm House Grounds,City of Boston,A97,3,Fenway/Longwood,0.84452826,59 The Fenway,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BFD,X,N,Back Bay Fens,BFD,338,INFO_Reallocation From Dept,338,YES,02215,,0,0.0043292669625505,3.73384599931094e-07
361,Riverway II,Commonwealth of Massachusetts,A97/NRHP/GPOD,2,Fenway/Longwood,2.36332055,"E side of Riverway parkway, Park Dr to Francis St",Institutional District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Riverway parkway,,,INFO_Reallocation From Dept,3078,YES,02215,,0,0.0296636980809877,1.04485044032189e-06
362,Riverway V,City of Boston,A97/NRHP/GPOD,2,Fenway/Longwood,0.44906601,"E side of Riverway parkway, Autumn St to Francis St",Institutional District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Riverway parkway,DCR,,INFO_Reallocation From Dept,2188,YES,02215,,0,0.0039046043826972,1.98522430431475e-07
363,Commonwealth Avenue Mall I,City of Boston,A97/LWCF/NRHP,1,Back Bay/Beacon Hill,10.87118254,Commonwealth Ave btwn Arlington St & Charlesgate East,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Commonwealth Ave Mall (east of Charlesgate),BPRD,062,PARK_Maintenance_Region 1,62,YES,"02115, 02116, 02215","0503371500,0503575500,0503817500,0502824500,0502875500,0502921500,0502939500,0503391500,0503564500",0,0.0479534982187892,4.80691118367864e-06
364,Centre Street II,Commonwealth of Massachusetts,A97/100/GPOD,2,Roslindale,0.33933367, ,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,,,INFO_Reallocation From Dept,3080,YES,02131,,0,0.012216763436002,1.49918743737061e-07
