,census_tract,Total population in occupied housing units:,Owner_occupied,Owner_occupied_Moved in 1999 or earlier,Renter_occupied,Renter_occupied_Moved in 1999 or earlier,year,percent_owners,percent_renters,percent_old_owners,percent_old_renters,renters_owners_ratio,old_renters_owners_ratio
135,818,3191,932,647,2259,210,2014,0.20275775618928235,0.06581009088060169,0.694206008583691,0.2864099158919876,0.4125719344842851,3.080952380952381
117,818,3583,1125,550,2458,366,2015,0.15350265140943345,0.10214903711973207,0.4888888888888889,0.22375915378356387,0.4576891781936534,1.5027322404371584
99,818,3728,1236,558,2492,229,2016,0.14967811158798283,0.06142703862660944,0.45145631067961167,0.22391653290529695,0.4959871589085072,2.4366812227074237
81,818,3525,910,372,2615,223,2017,0.10553191489361702,0.06326241134751773,0.4087912087912088,0.14225621414913958,0.3479923518164436,1.6681614349775784
63,818,3478,1175,430,2303,117,2018,0.12363427257044278,0.03364002300172513,0.3659574468085106,0.18671298306556666,0.5102040816326531,3.675213675213675
47,818,3289,1339,446,1950,156,2019,0.13560352690787472,0.04743083003952569,0.3330843913368185,0.2287179487179487,0.6866666666666666,2.858974358974359
29,818,3122,1584,613,1538,90,2020,0.19634849455477257,0.028827674567584883,0.3869949494949495,0.3985695708712614,1.0299089726918076,6.811111111111111
11,818,3117,1625,545,1492,47,2021,0.1748476098812961,0.01507860121912095,0.3353846153846154,0.3652815013404826,1.089142091152815,11.595744680851064
208,819,2357,777,682,1580,535,2010,0.28935086974968177,0.22698345354263894,0.8777348777348777,0.4316455696202532,0.4917721518987342,1.2747663551401869
190,819,2507,796,632,1711,461,2011,0.2520941364180295,0.1838851216593538,0.7939698492462312,0.36937463471654003,0.4652250146113384,1.3709327548806942
172,819,2873,741,489,2132,405,2012,0.17020536025060912,0.14096762965541246,0.659919028340081,0.22936210131332083,0.3475609756097561,1.2074074074074075
154,819,3197,735,514,2462,351,2013,0.1607757272442915,0.10979042852674382,0.6993197278911565,0.20877335499593827,0.2985377741673436,1.4643874643874644
136,819,3122,559,323,2563,397,2014,0.10345932094811018,0.12716207559256887,0.5778175313059034,0.1260241904018728,0.21810378462738977,0.8136020151133502
118,819,3489,822,133,2667,339,2015,0.03811980510174835,0.09716251074806535,0.16180048661800486,0.049868766404199474,0.30821147356580425,0.39233038348082594
100,819,3321,634,282,2687,492,2016,0.08491418247515808,0.14814814814814814,0.444794952681388,0.10494975809452921,0.23595087458131744,0.573170731707317
82,819,3517,660,265,2857,516,2017,0.0753483082172306,0.14671595109468297,0.4015151515151515,0.0927546377318866,0.23101155057752887,0.5135658914728682
64,819,3462,636,235,2826,491,2018,0.06787983824378972,0.14182553437319467,0.3694968553459119,0.08315640481245577,0.22505307855626328,0.4786150712830957
48,819,3673,541,242,3132,422,2019,0.06588619656956167,0.11489245848080588,0.44731977818853974,0.0772669220945083,0.1727330779054917,0.5734597156398105
30,819,3355,842,632,2513,331,2020,0.18837555886736215,0.09865871833084948,0.7505938242280285,0.2514922403501791,0.3350576999602069,1.9093655589123868
12,819,3299,811,585,2488,93,2021,0.17732646256441345,0.028190360715368293,0.7213316892725031,0.23512861736334406,0.3259646302250804,6.290322580645161
209,820,2542,954,667,1588,399,2010,0.26239181746656176,0.15696302124311565,0.69916142557652,0.42002518891687657,0.6007556675062973,1.6716791979949874
191,820,2692,1058,816,1634,428,2011,0.3031203566121842,0.1589895988112927,0.7712665406427222,0.49938800489596086,0.6474908200734394,1.9065420560747663
173,820,2855,871,748,1984,727,2012,0.26199649737302977,0.25464098073555164,0.8587830080367393,0.37701612903225806,0.43901209677419356,1.0288858321870702
155,820,2827,911,678,1916,721,2013,0.23983020870180402,0.2550406791651928,0.7442371020856202,0.35386221294363257,0.4754697286012526,0.9403606102635229
137,820,2709,912,661,1797,632,2014,0.2440014765596161,0.23329641934293097,0.7247807017543859,0.36783528102392876,0.5075125208681135,1.0458860759493671
119,820,2715,905,560,1810,570,2015,0.20626151012891344,0.20994475138121546,0.6187845303867403,0.30939226519337015,0.5,0.9824561403508771
101,820,2825,1186,567,1639,559,2016,0.2007079646017699,0.19787610619469026,0.47807757166947723,0.34594264795607077,0.7236119585112873,1.0143112701252237
83,820,2907,1307,695,1600,253,2017,0.239078087375301,0.08703130374957001,0.531752104055088,0.434375,0.816875,2.7470355731225298
65,820,3409,1598,694,1811,182,2018,0.20357876210032266,0.053388090349075976,0.43429286608260326,0.38321369409166206,0.8823854224185533,3.8131868131868134
49,820,3421,1369,556,2052,265,2019,0.1625255773165741,0.07746273019584916,0.40613586559532505,0.2709551656920078,0.6671539961013645,2.09811320754717
31,820,3708,1848,975,1860,284,2020,0.26294498381877024,0.07659115426105717,0.5275974025974026,0.5241935483870968,0.9935483870967742,3.433098591549296
13,820,3605,1569,859,2036,142,2021,0.23828016643550623,0.03938973647711512,0.5474824729126833,0.4219056974459725,0.7706286836935167,6.049295774647887
210,821,4822,719,467,4103,701,2010,0.0968477810037329,0.14537536291995024,0.6495132127955494,0.11381915671459908,0.17523763100170606,0.666191155492154
192,821,5109,853,440,4256,662,2011,0.08612252887062047,0.12957525934625172,0.5158264947245017,0.10338345864661654,0.20042293233082706,0.6646525679758308
174,821,4993,763,446,4230,658,2012,0.08932505507710795,0.13178449829761665,0.5845347313237221,0.10543735224586288,0.18037825059101656,0.6778115501519757
156,821,4911,744,364,4167,714,2013,0.07411932396660557,0.14538790470372634,0.489247311827957,0.08735301175905928,0.1785457163426926,0.5098039215686274
138,821,4998,552,293,4446,984,2014,0.0586234493797519,0.19687875150060025,0.5307971014492754,0.06590193432298695,0.1241565452091768,0.29776422764227645
120,821,5225,598,275,4627,750,2015,0.05263157894736842,0.14354066985645933,0.459866220735786,0.05943375837475686,0.12924140912038037,0.36666666666666664
102,821,5227,393,340,4834,1002,2016,0.0650468720107136,0.19169695810216186,0.8651399491094147,0.0703351261894911,0.08129913115432354,0.3393213572854291
84,821,5377,475,142,4902,1100,2017,0.026408778129068253,0.20457504184489492,0.29894736842105263,0.028967768257853937,0.09689922480620156,0.1290909090909091
66,821,5732,788,453,4944,812,2018,0.07903000697836707,0.14166085136078158,0.5748730964467005,0.09162621359223301,0.1593851132686084,0.5578817733990148
50,821,5981,1039,619,4942,729,2019,0.10349439892994483,0.12188597224544391,0.5957651588065448,0.12525293403480373,0.21023876972885472,0.8491083676268861
32,821,5403,1213,487,4190,555,2020,0.09013511012400519,0.10272071071626875,0.4014839241549876,0.1162291169451074,0.28949880668257755,0.8774774774774775
14,821,5749,1329,545,4420,674,2021,0.09479909549486867,0.11723778048356236,0.41008276899924756,0.12330316742081449,0.3006787330316742,0.8086053412462908
211,904,3529,1220,623,2309,737,2010,0.17653726268064607,0.20884103145366958,0.510655737704918,0.26981377219575575,0.5283672585534863,0.8453188602442334
193,904,3533,1055,543,2478,939,2011,0.15369374469289557,0.2657797905462779,0.5146919431279621,0.21912832929782083,0.4257465698143664,0.5782747603833865
175,904,3639,1258,654,2381,797,2012,0.179719703215169,0.21901621324539708,0.519872813990461,0.2746745065098698,0.5283494330113397,0.820577164366374
157,904,3547,1150,503,2397,582,2013,0.14180998026501268,0.16408232308993514,0.4373913043478261,0.2098456403838131,0.47976637463496036,0.8642611683848798
139,904,3394,1159,543,2235,565,2014,0.1599882144961697,0.16647024160282853,0.4685073339085418,0.24295302013422818,0.5185682326621924,0.9610619469026549
121,904,3946,1450,449,2496,471,2015,0.11378611251900658,0.1193613786112519,0.3096551724137931,0.1798878205128205,0.5809294871794872,0.9532908704883227
103,904,4173,1508,653,2665,282,2016,0.15648214713635275,0.06757728253055356,0.4330238726790451,0.2450281425891182,0.5658536585365853,2.3156028368794326
85,904,4284,2008,694,2276,206,2017,0.1619981325863679,0.0480859010270775,0.3456175298804781,0.30492091388400705,0.8822495606326889,3.3689320388349513
67,904,4292,2091,891,2201,308,2018,0.2075955265610438,0.0717614165890028,0.4261119081779053,0.404815992730577,0.9500227169468424,2.892857142857143
51,904,4370,2265,850,2105,208,2019,0.1945080091533181,0.04759725400457666,0.37527593818984545,0.40380047505938244,1.0760095011876485,4.086538461538462
33,904,4390,1883,676,2507,270,2020,0.15398633257403188,0.06150341685649203,0.3590015932023367,0.26964499401675307,0.7510969285999203,2.5037037037037035
15,904,3881,1568,546,2313,220,2021,0.14068539036330843,0.05668642102550889,0.3482142857142857,0.23605706874189364,0.6779074794638997,2.481818181818182
212,906,1805,474,430,1331,560,2010,0.23822714681440443,0.31024930747922436,0.9071729957805907,0.3230653643876784,0.35612321562734783,0.7678571428571429
194,906,1802,598,362,1204,495,2011,0.2008879023307436,0.2746947835738069,0.6053511705685619,0.30066445182724255,0.49667774086378735,0.7313131313131314
176,906,2127,600,359,1527,396,2012,0.16878232251998118,0.1861777150916784,0.5983333333333334,0.23510150622134904,0.3929273084479371,0.9065656565656566
158,906,1999,700,420,1299,282,2013,0.21010505252626313,0.14107053526763383,0.6,0.3233256351039261,0.5388760585065435,1.4893617021276595
140,906,2038,739,428,1299,326,2014,0.2100098135426889,0.15996074582924436,0.5791610284167794,0.32948421862971516,0.5688991531947653,1.312883435582822
122,906,2258,788,467,1470,177,2015,0.20682019486271036,0.07838795394154119,0.5926395939086294,0.31768707482993197,0.5360544217687074,2.638418079096045
104,906,2444,678,472,1766,227,2016,0.19312602291325695,0.09288052373158756,0.696165191740413,0.26727066817667045,0.38391845979614947,2.079295154185022
86,906,2267,738,480,1529,162,2017,0.211733568592854,0.07146007940008822,0.6504065040650406,0.31393067364290383,0.48266841072596467,2.962962962962963
68,906,2416,781,485,1635,163,2018,0.2007450331125828,0.06746688741721854,0.6209987195902689,0.2966360856269113,0.4776758409785933,2.9754601226993866
52,906,2554,941,561,1613,142,2019,0.21965544244322632,0.05559906029757244,0.5961742826780021,0.34779913205207685,0.583384996900186,3.9507042253521125
34,906,2434,867,434,1567,157,2020,0.17830731306491374,0.06450287592440428,0.5005767012687428,0.27696234843650286,0.553286534779834,2.7643312101910826
16,906,2322,861,303,1461,140,2021,0.13049095607235142,0.06029285099052541,0.3519163763066202,0.20739219712525667,0.5893223819301848,2.164285714285714
18,70801,1020,18,0,1002,37,2020,0.0,0.03627450980392157,0.0,0.0,0.017964071856287425,0.0
0,70801,1096,23,0,1073,22,2021,0.0,0.020072992700729927,0.0,0.0,0.021435228331780055,0.0
19,70901,1344,387,60,957,149,2020,0.044642857142857144,0.11086309523809523,0.15503875968992248,0.06269592476489028,0.4043887147335423,0.40268456375838924
1,70901,1141,282,2,859,26,2021,0.0017528483786152498,0.022787028921998246,0.0070921985815602835,0.002328288707799767,0.32828870779976715,0.07692307692307693
200,80401,2415,286,11,2129,677,2010,0.004554865424430642,0.2803312629399586,0.038461538461538464,0.005166744950681071,0.13433536871770785,0.01624815361890694
182,80401,2332,230,20,2102,727,2011,0.008576329331046312,0.31174957118353347,0.08695652173913043,0.009514747859181731,0.10941960038058991,0.027510316368638238
164,80401,2465,279,8,2186,657,2012,0.0032454361054766734,0.2665314401622718,0.02867383512544803,0.0036596523330283625,0.12763037511436415,0.0121765601217656
146,80401,2496,202,14,2294,436,2013,0.005608974358974359,0.17467948717948717,0.06930693069306931,0.006102877070619006,0.08805579773321709,0.03211009174311927
128,80401,2796,263,11,2533,383,2014,0.003934191702432046,0.13698140200286124,0.04182509505703422,0.0043426766679826295,0.10382945124358468,0.028720626631853787
110,80401,2955,387,58,2568,386,2015,0.019627749576988155,0.13062605752961082,0.14987080103359174,0.022585669781931463,0.15070093457943926,0.15025906735751296
92,80401,3087,467,69,2620,315,2016,0.022351797862001945,0.10204081632653061,0.14775160599571735,0.02633587786259542,0.1782442748091603,0.21904761904761905
74,80401,3050,431,88,2619,283,2017,0.028852459016393443,0.09278688524590165,0.20417633410672853,0.03360061092019855,0.16456662848415426,0.31095406360424027
40,80401,2998,289,39,2709,335,2019,0.013008672448298866,0.11174116077384923,0.13494809688581316,0.014396456256921373,0.10668143226282761,0.11641791044776119
22,80401,2868,161,0,2707,311,2020,0.0,0.10843793584379359,0.0,0.0,0.059475434059844845,0.0
4,80401,2728,122,0,2606,285,2021,0.0,0.10447214076246335,0.0,0.0,0.04681504221028396,0.0
202,80601,2349,167,10,2182,501,2010,0.004257130693912303,0.21328224776500637,0.059880239520958084,0.00458295142071494,0.07653528872593951,0.01996007984031936
184,80601,2286,203,7,2083,439,2011,0.0030621172353455816,0.19203849518810148,0.034482758620689655,0.003360537686029765,0.09745559289486318,0.015945330296127564
