,tract,year,BFBL,BL,BLSL,SBL,SLM,SUP,total_built_all_lanes,cumulative_length,SLMTC
49,9803,2011,0.0,0.0,0.0,0.0,59.097893075,0.0,59.097893075,2742.5135116512,
50,9803,2013,1188.750613129,0.0,0.0,0.0,0.0,0.0,1188.750613129,3931.2641247802,
51,9803,2016,0.0,494.54004522900004,0.0,0.0,228.283216667,505.6930869302,1228.5163488262,5159.7804736064,
52,9803,2018,0.0,0.0,0.0,37.1019437902,0.0,113.44701866770001,150.54896245790002,5310.3294360643,
53,9811,2013,2091.321134161,36.4506283632,0.0,0.0,0.0,0.0,2127.7717625242,2127.7717625242,
54,1001,2010,0.0,1968.4385564691,0.0,0.0,444.1789973594,0.0,2412.6175538284997,2412.6175538284997,0.0
55,1001,2012,0.0,480.7261412562,0.0,0.0,370.33813089600005,0.0,851.0642721522,3263.6818259806996,0.0
56,1001,2015,0.0,0.0,0.0,0.0,61.9965341316,0.0,61.9965341316,3325.6783601122997,0.0
57,1001,2020,0.0,0.0,0.0,173.850878336,0.0,0.0,173.850878336,3499.5292384482996,0.0
58,1002,2010,0.0,223.011427414,0.0,0.0,86.7155925689,0.0,309.7270199829,309.7270199829,0.0
59,1002,2015,0.0,0.0,0.0,0.0,758.8903774967,0.0,758.8903774967,1068.6173974796,0.0
60,1002,2017,38.4383029346,205.2274103579,0.0,0.0,0.0,0.0,243.66571329250002,1312.2831107721,0.0
61,1003,2017,38.4383029346,731.4358962484,0.0,0.0,0.0,0.0,769.874199183,769.874199183,0.0
62,1003,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.874199183,1354.3020436326
63,1004,2010,0.0,241.184398606,0.0,0.0,526.8835388932,0.0,768.0679374992001,768.0679374992001,0.0
64,1004,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.0679374992001,1284.4369149345
65,1005,2010,0.0,851.187564822,0.0,0.0,674.3740366280999,0.0,1525.5616014501,1525.5616014501,0.0
66,1005,2011,0.0,0.0,0.0,0.0,618.8686330131,0.0,618.8686330131,2144.4302344631997,0.0
67,1005,2017,0.0,685.6266738378,0.0,0.0,86.5432816504,0.0,772.1699554882,2916.6001899514,0.0
68,1005,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2916.6001899514,441.1499959985
69,1005,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2916.6001899514,99.1883869899
70,1005,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2916.6001899514,458.089541776
71,1006.01,2011,0.0,0.0,0.0,0.0,477.824353729,0.0,477.824353729,477.824353729,0.0
72,1006.01,2012,0.0,0.0,594.4228459343,0.0,0.0,0.0,594.4228459343,1072.2471996632999,0.0
73,1006.01,2013,0.0,0.0,0.0,0.0,481.6028771514,0.0,481.6028771514,1553.8500768147,0.0
74,1006.03,2012,0.0,548.4268452403,320.2254863754,0.0,0.0,0.0,868.6523316157001,868.6523316157001,0.0
75,1006.03,2013,0.0,0.0,0.0,0.0,545.0286883133,0.0,545.0286883133,1413.681019929,0.0
76,1007,2012,0.0,299.05766765830003,80.6494378548,0.0,0.0,0.0,379.70710551310003,379.70710551310003,0.0
77,1007,2013,0.0,0.0,0.0,0.0,606.4941043609,0.0,606.4941043609,986.201209874,0.0
78,1007,2017,0.0,209.905438213,0.0,0.0,0.0,0.0,209.905438213,1196.106648087,0.0
79,1008,2010,0.0,241.184398606,0.0,0.0,829.3037536316999,0.0,1070.4881522377,1070.4881522377,0.0
80,1008,2011,0.0,0.0,0.0,0.0,63.4662390124,0.0,63.4662390124,1133.9543912501,0.0
81,1008,2013,0.0,0.0,0.0,0.0,884.5793005498,0.0,884.5793005498,2018.5336917999,0.0
82,1008,2017,421.48868765960003,359.55020936029996,0.0,0.0,0.0,0.0,781.0388970199,2799.5725888198,0.0
83,1009,2010,0.0,0.0,0.0,0.0,231.761356025,0.0,231.761356025,231.761356025,0.0
84,1011.01,2010,0.0,0.0,0.0,0.0,86.7155925689,0.0,86.7155925689,86.7155925689,0.0
85,1011.02,2010,0.0,66.4309538599,0.0,0.0,0.0,0.0,66.4309538599,66.4309538599,0.0
86,611.01,2016,106.034924944,0.0,0.0,0.0,0.0,0.0,106.034924944,106.034924944,0.0
87,821,2010,0.0,0.0,0.0,0.0,95.5638450171,0.0,95.5638450171,95.5638450171,0.0
88,901,2009,0.0,253.1610444751,0.0,0.0,0.0,0.0,253.1610444751,253.1610444751,0.0
89,901,2010,0.0,1224.3326280319,0.0,0.0,288.7106213732,0.0,1513.0432494051,1766.2042938801999,0.0
90,901,2012,0.0,0.0,0.0,0.0,520.4926825208,0.0,520.4926825208,2286.696976401,0.0
91,902,2010,0.0,1195.8267231024,0.0,0.0,0.0,0.0,1195.8267231024,1195.8267231024,0.0
92,902,2016,0.0,0.0,0.0,0.0,340.5650495348,0.0,340.5650495348,1536.3917726372,0.0
93,903,2010,87.0418604959,1041.1743765306999,0.0,0.0,0.0,0.0,1128.2162370265999,1128.2162370265999,0.0
94,903,2019,0.0,0.0,0.0,0.0,488.36668365910003,0.0,488.36668365910003,1616.5829206857,0.0
95,904,2019,0.0,0.0,0.0,0.0,387.7524197189,0.0,387.7524197189,387.7524197189,0.0
96,907,2011,0.0,936.2076109928,0.0,0.0,79.5787437527,0.0,1015.7863547455,1015.7863547455,0.0
97,907,2022,0.0,467.8232623642,0.0,108.037830171,0.0,0.0,575.8610925352,1591.6474472807,0.0
98,909.01,2013,1204.9777657163,0.0,0.0,0.0,0.0,0.0,1204.9777657163,1204.9777657163,0.0
99,909.01,2019,0.0,1426.8451304436999,0.0,431.7635000881,0.0,327.094660579,2185.7032911108,3390.6810568271,0.0
100,910.01,2011,0.0,604.7692468332,0.0,0.0,59.8145483176,0.0,664.5837951508,664.5837951508,0.0
101,910.01,2013,0.0,660.1222402718,167.095600989,0.0,181.83968399559998,0.0,1009.0575252564,1673.6413204072,0.0
102,911,2011,0.0,637.3423259121,0.0,0.0,0.0,0.0,637.3423259121,637.3423259121,0.0
103,912,2010,0.0,790.8220891242,0.0,0.0,628.3959453844,0.0,1419.2180345085999,1419.2180345085999,0.0
104,912,2022,0.0,199.5589758107,0.0,0.0,0.0,0.0,199.5589758107,1618.7770103193,0.0
105,913,2010,0.0,428.0810983763,0.0,0.0,42.0276246801,0.0,470.10872305640004,470.10872305640004,0.0
106,914,2010,0.0,651.600226856,0.0,0.0,301.2107805117,0.0,952.8110073677,952.8110073677,0.0
107,914,2019,0.0,0.0,0.0,0.0,264.3681106399,0.0,264.3681106399,1217.1791180076,0.0
108,915,2010,0.0,879.571583838,0.0,0.0,67.030000228,0.0,946.601584066,946.601584066,0.0
109,915,2013,0.0,0.0,0.0,0.0,60.6689762029,0.0,60.6689762029,1007.2705602689,0.0
110,916,2011,0.0,0.0,0.0,0.0,828.8050677056,0.0,828.8050677056,828.8050677056,0.0
111,916,2013,0.0,420.314463555,0.0,0.0,942.002610497,0.0,1362.317074052,2191.1221417576,0.0
112,917,2013,0.0,0.0,0.0,0.0,258.7926297744,0.0,258.7926297744,258.7926297744,0.0
113,917,2016,0.0,0.0,0.0,0.0,368.2042799419,0.0,368.2042799419,626.9969097163,0.0
114,918,2010,87.0418604959,748.6570474726,0.0,0.0,0.0,0.0,835.6989079685,835.6989079685,0.0
115,918,2016,0.0,0.0,0.0,0.0,570.113842167,0.0,570.113842167,1405.8127501355,0.0
116,919,2016,0.0,0.0,0.0,0.0,570.113842167,0.0,570.113842167,570.113842167,0.0
117,919,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.113842167,109.678450693
118,919,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.113842167,642.4250411944
119,920,2011,0.0,0.0,0.0,0.0,159.8126594412,0.0,159.8126594412,159.8126594412,0.0
120,920,2013,0.0,0.0,0.0,0.0,198.9789995071,0.0,198.9789995071,358.7916589483,0.0
121,920,2016,0.0,0.0,0.0,0.0,854.5922954857,0.0,854.5922954857,1213.3839544339999,0.0
122,921.01,2011,0.0,0.0,0.0,0.0,1362.7578829416,0.0,1362.7578829416,1362.7578829416,0.0
123,921.01,2012,0.0,457.9460160168,133.4021611312,0.0,0.0,0.0,591.348177148,1954.1060600895999,0.0
124,921.01,2013,0.0,332.22805936000003,87.7587457838,0.0,1382.7577074112,0.0,1802.744512555,3756.8505726446,0.0
125,922,2011,0.0,0.0,0.0,0.0,665.8479282301,0.0,665.8479282301,665.8479282301,0.0
126,922,2016,0.0,0.0,0.0,0.0,204.7315663078,0.0,204.7315663078,870.5794945379,0.0
127,922,2017,0.0,0.0,0.0,0.0,86.5432816504,0.0,86.5432816504,957.1227761883,0.0
128,923,2010,0.0,0.0,0.0,0.0,595.3967195833,0.0,595.3967195833,595.3967195833,0.0
129,923,2017,0.0,0.0,0.0,0.0,86.5432816504,0.0,86.5432816504,681.9400012337,0.0
130,923,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.9400012337,573.2388122629
131,924,2008,0.0,0.0,0.0,0.0,519.1491104487,0.0,519.1491104487,519.1491104487,0.0
132,924,2010,0.0,589.5981258926,0.0,0.0,164.4301614196,0.0,754.0282873122001,1273.1773977609,0.0
133,924,2012,0.0,440.5106780942,0.0,0.0,998.8222305715001,0.0,1439.3329086657,2712.5103064266,0.0
134,924,2020,0.0,0.0,0.0,170.83698452,0.0,0.0,170.83698452,2883.3472909466,0.0
135,9803,2008,0.0,0.0,0.0,0.0,519.1491104487,0.0,519.1491104487,519.1491104487,0.0
136,9803,2009,0.0,202.66014852380002,0.0,0.0,0.0,0.0,202.66014852380002,721.8092589725,0.0
137,9803,2010,0.0,0.0,0.0,0.0,128.2495585936,0.0,128.2495585936,850.0588175661,0.0
138,9803,2012,0.0,0.0,0.0,0.0,799.2222187964,0.0,799.2222187964,1649.2810363625,0.0
139,9803,2020,0.0,0.0,0.0,1327.7667878616,0.0,0.0,1327.7667878616,2977.0478242241,0.0
140,9812.01,2016,389.474104229,0.0,0.0,0.0,0.0,0.0,389.474104229,389.474104229,0.0
